Frequency in Hz	Acrylic_94 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_94 Normalized Surface Impedance continuous Im	
100	1,96783375740051	100	-13,4808330535889	
103,125	2,08548378944397	103,125	-13,6855144500732	
106,25	1,54958295822144	106,25	-12,6079301834106	
109,375	1,64414978027344	109,375	-13,5021057128906	
112,5	1,84943175315857	112,5	-11,9702100753784	
115,625	2,33013916015625	115,625	-11,5132026672363	
118,75	2,32309722900391	118,75	-11,5588293075562	
121,875	2,07153987884521	121,875	-11,4049386978149	
125	2,05522394180298	125	-11,3266248703003	
128,125	2,06917929649353	128,125	-11,0633316040039	
131,25	1,42408955097198	131,25	-10,2714366912842	
134,375	1,82063448429108	134,375	-10,4916009902954	
137,5	2,06328058242798	137,5	-9,84838676452637	
140,625	2,12180495262146	140,625	-10,2328796386719	
143,75	1,96719419956207	143,75	-9,42408180236816	
146,875	1,76457345485687	146,875	-9,42507839202881	
150	1,42986226081848	150	-9,70489597320557	
153,125	1,98106741905212	153,125	-8,82503890991211	
156,25	1,71376347541809	156,25	-8,89342498779297	
159,375	1,56800544261932	159,375	-8,83344078063965	
162,5	1,53598463535309	162,5	-8,80208110809326	
165,625	1,28026962280273	165,625	-8,51937007904053	
168,75	1,96958577632904	168,75	-8,09587574005127	
171,875	1,77602827548981	171,875	-7,83783435821533	
175	1,75231993198395	175	-8,03290843963623	
178,125	1,82990741729736	178,125	-7,68753576278687	
181,25	1,75085687637329	181,25	-7,77942419052124	
184,375	1,5923684835434	184,375	-7,36440801620483	
187,5	1,62007677555084	187,5	-7,49121713638306	
190,625	1,52422881126404	190,625	-7,47025012969971	
193,75	1,60004556179047	193,75	-7,26969480514526	
196,875	1,57545208930969	196,875	-7,04963350296021	
200	1,68846845626831	200	-7,08655500411987	
203,125	1,55251085758209	203,125	-6,71349191665649	
206,25	1,55324137210846	206,25	-6,89444494247437	
209,375	1,5876168012619	209,375	-6,64533996582031	
212,5	1,4406316280365	212,5	-6,7732310295105	
215,625	1,43599796295166	215,625	-6,61694812774658	
218,75	1,564568400383	218,75	-6,60462665557861	
221,875	1,27261912822723	221,875	-6,28333806991577	
225	1,425168633461	225	-6,3512077331543	
228,125	1,46646428108215	228,125	-6,11389827728271	
231,25	1,4781893491745	231,25	-5,99106740951538	
234,375	1,37059152126312	234,375	-6,06818103790283	
237,5	1,4212132692337	237,5	-5,9480185508728	
240,625	1,3241753578186	240,625	-5,8708233833313	
243,75	1,43338894844055	243,75	-5,79664278030396	
246,875	1,517538189888	246,875	-5,63911056518555	
250	1,34141540527344	250	-5,52358055114746	
253,125	1,42048287391663	253,125	-5,60813188552856	
256,25	1,48524606227875	256,25	-5,43972778320313	
259,375	1,43700623512268	259,375	-5,28439044952393	
262,5	1,2801685333252	262,5	-5,39237594604492	
265,625	1,28213846683502	265,625	-5,31455326080322	
268,75	1,26934897899628	268,75	-5,28303050994873	
271,875	1,30058979988098	271,875	-5,11065435409546	
275	1,45476198196411	275	-5,00842714309692	
278,125	1,46283411979675	278,125	-5,01871156692505	
281,25	1,25307011604309	281,25	-4,88709306716919	
284,375	1,27090716362	284,375	-4,86670351028442	
287,5	1,36499071121216	287,5	-4,78458404541016	
290,625	1,34429776668549	290,625	-4,67983818054199	
293,75	1,27739083766937	293,75	-4,63708972930908	
296,875	1,1624128818512	296,875	-4,60317134857178	
300	1,25522816181183	300	-4,46795845031738	
303,125	1,37435948848724	303,125	-4,45821809768677	
306,25	1,28937077522278	306,25	-4,15831232070923	
309,375	1,34287488460541	309,375	-4,24020099639893	
312,5	1,41337549686432	312,5	-4,12018871307373	
315,625	1,42240369319916	315,625	-4,111656665802	
318,75	1,45133519172668	318,75	-4,15444183349609	
321,875	1,53022503852844	321,875	-4,21791839599609	
325	1,52059233188629	325	-4,2388482093811	
328,125	1,46215569972992	328,125	-4,33067750930786	
331,25	1,29728007316589	331,25	-4,24973297119141	
334,375	1,38921809196472	334,375	-4,18320798873901	
337,5	1,32738053798676	337,5	-4,17552947998047	
340,625	1,37877774238586	340,625	-4,21746587753296	
343,75	1,34554994106293	343,75	-4,09134912490845	
346,875	1,23816537857056	346,875	-3,97391271591187	
350	1,29613280296326	350	-3,93159556388855	
353,125	1,13009893894196	353,125	-3,77971220016479	
356,25	1,14860367774963	356,25	-3,90337634086609	
359,375	1,16519260406494	359,375	-3,90011501312256	
362,5	1,17049562931061	362,5	-3,68379878997803	
365,625	1,20822417736053	365,625	-3,81030106544495	
368,75	1,22695684432983	368,75	-3,82514071464539	
371,875	1,35491931438446	371,875	-3,72686243057251	
375	1,22371506690979	375	-3,49714350700378	
378,125	1,21705138683319	378,125	-3,5900342464447	
381,25	1,12437343597412	381,25	-3,81191802024841	
384,375	1,16932034492493	384,375	-3,67153120040894	
387,5	1,20932996273041	387,5	-3,54433727264404	
390,625	1,2310129404068	390,625	-3,43292212486267	
393,75	1,11448276042938	393,75	-3,38820910453796	
396,875	1,11360609531403	396,875	-3,41087865829468	
400	1,06838321685791	400	-3,46765446662903	
403,125	1,1290944814682	403,125	-3,39846467971802	
406,25	1,18818962574005	406,25	-3,35713362693787	
409,375	1,05720007419586	409,375	-3,36939430236816	
412,5	1,10699665546417	412,5	-3,31274271011353	
415,625	1,26707768440247	415,625	-3,28725481033325	
418,75	1,34763658046722	418,75	-3,18951940536499	
421,875	1,29087936878204	421,875	-3,21911406517029	
425	1,20775961875916	425	-3,12567925453186	
428,125	1,12924408912659	428,125	-3,3002655506134	
431,25	1,20518231391907	431,25	-3,31415319442749	
434,375	1,32486164569855	434,375	-3,13312673568726	
437,5	1,30272448062897	437,5	-3,09294772148132	
440,625	1,22168219089508	440,625	-3,07206201553345	
443,75	1,24089729785919	443,75	-3,0151104927063	
446,875	1,20045328140259	446,875	-3,05052399635315	
450	1,2094669342041	450	-3,0524799823761	
453,125	1,1914529800415	453,125	-2,95667624473572	
456,25	1,22454833984375	456,25	-2,87765216827393	
459,375	1,21008968353271	459,375	-2,89185738563538	
462,5	1,17496168613434	462,5	-2,85736203193665	
465,625	1,15083241462708	465,625	-2,84649586677551	
468,75	1,18301177024841	468,75	-2,87892460823059	
471,875	1,19241905212402	471,875	-2,83851504325867	
475	1,12278461456299	475	-2,81530094146729	
478,125	1,13309478759766	478,125	-2,81023144721985	
481,25	1,18731963634491	481,25	-2,79117512702942	
484,375	1,18347156047821	484,375	-2,76926064491272	
487,5	1,18433475494385	487,5	-2,75833296775818	
490,625	1,14961683750153	490,625	-2,72319149971008	
493,75	1,14720821380615	493,75	-2,70583629608154	
496,875	1,1667777299881	496,875	-2,65053796768188	
500	1,17235684394836	500	-2,66899275779724	
503,125	1,16913533210754	503,125	-2,65347003936768	
506,25	1,14868366718292	506,25	-2,64512252807617	
509,375	1,14583885669708	509,375	-2,62417984008789	
512,5	1,15874171257019	512,5	-2,59860563278198	
515,625	1,16344821453094	515,625	-2,5675847530365	
518,75	1,1189591884613	518,75	-2,55236649513245	
521,875	1,11286461353302	521,875	-2,54724097251892	
525	1,13564026355743	525	-2,51130628585815	
528,125	1,14687812328339	528,125	-2,50940179824829	
531,25	1,13806354999542	531,25	-2,49812912940979	
534,375	1,14290261268616	534,375	-2,49137830734253	
537,5	1,15089416503906	537,5	-2,47331190109253	
540,625	1,13927066326141	540,625	-2,46567225456238	
543,75	1,12822937965393	543,75	-2,42603778839111	
546,875	1,15097236633301	546,875	-2,40460753440857	
550	1,12781000137329	550	-2,38776779174805	
553,125	1,14028382301331	553,125	-2,39656591415405	
556,25	1,15596652030945	556,25	-2,34016346931458	
559,375	1,16554856300354	559,375	-2,34328866004944	
562,5	1,14733195304871	562,5	-2,33377051353455	
565,625	1,14223289489746	565,625	-2,34065842628479	
568,75	1,15741074085236	568,75	-2,29950475692749	
571,875	1,16313290596008	571,875	-2,28894853591919	
575	1,15196657180786	575	-2,27990913391113	
578,125	1,15002608299255	578,125	-2,27680587768555	
581,25	1,17004942893982	581,25	-2,26481890678406	
584,375	1,15050649642944	584,375	-2,23810863494873	
587,5	1,15481090545654	587,5	-2,23776316642761	
590,625	1,14984273910522	590,625	-2,2240002155304	
593,75	1,14751994609833	593,75	-2,20484519004822	
596,875	1,15492033958435	596,875	-2,20063853263855	
600	1,15564179420471	600	-2,20219373703003	
603,125	1,1448757648468	603,125	-2,17291235923767	
606,25	1,16341006755829	606,25	-2,16287851333618	
609,375	1,15383517742157	609,375	-2,12779116630554	
612,5	1,15651869773865	612,5	-2,13345885276794	
615,625	1,15762448310852	615,625	-2,11376953125	
618,75	1,14882349967957	618,75	-2,10985898971558	
621,875	1,1493067741394	621,875	-2,08906769752502	
625	1,15885674953461	625	-2,08321523666382	
628,125	1,14629483222961	628,125	-2,06973791122437	
631,25	1,14853811264038	631,25	-2,06432223320007	
634,375	1,15165543556213	634,375	-2,0493540763855	
637,5	1,1619998216629	637,5	-2,03555250167847	
640,625	1,15282905101776	640,625	-2,02061557769775	
643,75	1,14311790466309	643,75	-2,01439785957336	
646,875	1,15165960788727	646,875	-2,00322318077087	
650	1,15409290790558	650	-1,99253237247467	
653,125	1,14714658260345	653,125	-1,98623549938202	
656,25	1,14776265621185	656,25	-1,98170530796051	
659,375	1,13895750045776	659,375	-1,96490001678467	
662,5	1,15023577213287	662,5	-1,95345175266266	
665,625	1,14485597610474	665,625	-1,94841802120209	
668,75	1,14860928058624	668,75	-1,93686628341675	
671,875	1,15408253669739	671,875	-1,92740905284882	
675	1,15636610984802	675	-1,91854929924011	
678,125	1,15809416770935	678,125	-1,9017676115036	
681,25	1,1530259847641	681,25	-1,89093911647797	
684,375	1,15591621398926	684,375	-1,88681602478027	
687,5	1,15809071063995	687,5	-1,86852324008942	
690,625	1,15588188171387	690,625	-1,86012637615204	
693,75	1,16338467597961	693,75	-1,8574925661087	
696,875	1,16641652584076	696,875	-1,84553778171539	
700	1,15546345710754	700	-1,84480011463165	
703,125	1,1490159034729	703,125	-1,8398619890213	
706,25	1,15054512023926	706,25	-1,81488132476807	
709,375	1,15205216407776	709,375	-1,8099365234375	
712,5	1,14012062549591	712,5	-1,80377614498138	
715,625	1,14980173110962	715,625	-1,79366111755371	
718,75	1,15409243106842	718,75	-1,7756255865097	
721,875	1,14541471004486	721,875	-1,77680671215057	
725	1,15244603157043	725	-1,76869022846222	
728,125	1,15624701976776	728,125	-1,75472903251648	
731,25	1,14212942123413	731,25	-1,75082910060883	
734,375	1,14955449104309	734,375	-1,74039697647095	
737,5	1,152663230896	737,5	-1,7339084148407	
740,625	1,15154230594635	740,625	-1,72030365467072	
743,75	1,15264046192169	743,75	-1,71403956413269	
746,875	1,15120279788971	746,875	-1,71354353427887	
750	1,15536952018738	750	-1,69343245029449	
753,125	1,16032803058624	753,125	-1,68901097774506	
756,25	1,16002011299133	756,25	-1,68406867980957	
759,375	1,15121376514435	759,375	-1,67819154262543	
762,5	1,15827441215515	762,5	-1,66532301902771	
765,625	1,16001880168915	765,625	-1,66091561317444	
768,75	1,17106854915619	768,75	-1,64510691165924	
771,875	1,15900182723999	771,875	-1,6334502696991	
775	1,16460072994232	775	-1,63903617858887	
778,125	1,17353701591492	778,125	-1,62709593772888	
781,25	1,16683888435364	781,25	-1,61945080757141	
784,375	1,16207790374756	784,375	-1,60980725288391	
787,5	1,17517518997192	787,5	-1,60204911231995	
790,625	1,16689491271973	790,625	-1,59517002105713	
793,75	1,17335677146912	793,75	-1,59219038486481	
796,875	1,1674222946167	796,875	-1,58003771305084	
800	1,16918706893921	800	-1,57625603675842	
803,125	1,17501866817474	803,125	-1,58226358890533	
806,25	1,17049968242645	806,25	-1,58245420455933	
809,375	1,17327737808228	809,375	-1,5717259645462	
812,5	1,17495775222778	812,5	-1,5585914850235	
815,625	1,18549764156342	815,625	-1,54769909381866	
818,75	1,18072390556335	818,75	-1,54091119766235	
821,875	1,17932891845703	821,875	-1,53637516498566	
825	1,17209792137146	825	-1,52716016769409	
828,125	1,18059360980988	828,125	-1,52089285850525	
831,25	1,19084203243256	831,25	-1,5149964094162	
834,375	1,18927574157715	834,375	-1,51565682888031	
837,5	1,18394672870636	837,5	-1,51789271831512	
840,625	1,1914609670639	840,625	-1,51310658454895	
843,75	1,18658566474915	843,75	-1,49997937679291	
846,875	1,18463695049286	846,875	-1,50098860263824	
850	1,18784630298615	850	-1,47599101066589	
853,125	1,18935561180115	853,125	-1,48105013370514	
856,25	1,20035040378571	856,25	-1,48572993278503	
859,375	1,20285999774933	859,375	-1,48019468784332	
862,5	1,19471895694733	862,5	-1,47284615039825	
865,625	1,19535672664642	865,625	-1,4671391248703	
868,75	1,19887006282806	868,75	-1,46808922290802	
871,875	1,19345605373383	871,875	-1,46416592597961	
875	1,19087147712708	875	-1,46001040935516	
878,125	1,20566523075104	878,125	-1,44810652732849	
881,25	1,1998598575592	881,25	-1,44742047786713	
884,375	1,17909073829651	884,375	-1,39995515346527	
887,5	1,18400883674622	887,5	-1,39661765098572	
890,625	1,18035662174225	890,625	-1,39363026618958	
893,75	1,18002986907959	893,75	-1,390660405159	
896,875	1,17837679386139	896,875	-1,38167369365692	
900	1,17599141597748	900	-1,38000047206879	
903,125	1,17392134666443	903,125	-1,37440717220306	
906,25	1,1805135011673	906,25	-1,36624872684479	
909,375	1,18228256702423	909,375	-1,36623156070709	
912,5	1,17338669300079	912,5	-1,3605477809906	
915,625	1,18008959293365	915,625	-1,35514175891876	
918,75	1,18220031261444	918,75	-1,3492283821106	
921,875	1,171471118927	921,875	-1,34472715854645	
925	1,17392897605896	925	-1,34026730060577	
928,125	1,17232060432434	928,125	-1,34293508529663	
931,25	1,17045843601227	931,25	-1,34467375278473	
934,375	1,17136108875275	934,375	-1,34343230724335	
937,5	1,16155815124512	937,5	-1,34242570400238	
940,625	1,16244173049927	940,625	-1,33492159843445	
943,75	1,16474795341492	943,75	-1,33141052722931	
946,875	1,16372895240784	946,875	-1,32864737510681	
950	1,16122591495514	950	-1,3298168182373	
953,125	1,15633499622345	953,125	-1,32395625114441	
956,25	1,1568831205368	956,25	-1,31874644756317	
959,375	1,1525764465332	959,375	-1,31591844558716	
962,5	1,14773309230804	962,5	-1,31474542617798	
965,625	1,14933204650879	965,625	-1,31368148326874	
968,75	1,14533579349518	968,75	-1,31821656227112	
971,875	1,13597321510315	971,875	-1,31267011165619	
975	1,12884449958801	975	-1,30565321445465	
978,125	1,12630486488342	978,125	-1,31093144416809	
981,25	1,11800062656403	981,25	-1,30258321762085	
984,375	1,11228442192078	984,375	-1,30773627758026	
987,5	1,10925555229187	987,5	-1,30891537666321	
990,625	1,09805905818939	990,625	-1,30222940444946	
993,75	1,08499419689178	993,75	-1,30797922611237	
996,875	1,0825092792511	996,875	-1,29854023456573	
1000	1,07134425640106	1000	-1,29368722438812	
1003,125	1,06353712081909	1003,125	-1,29308438301086	
1006,25	1,05415022373199	1006,25	-1,2829909324646	
1009,375	1,04234552383423	1009,375	-1,28202593326569	
1012,5	1,02520394325256	1012,5	-1,28127253055573	
1015,625	1,02782297134399	1015,625	-1,26444756984711	
1018,75	0,995473623275757	1018,75	-1,25189244747162	
1021,875	0,990071296691895	1021,875	-1,25187540054321	
1025	0,970222651958466	1025	-1,23721730709076	
1028,125	0,962916433811188	1028,125	-1,22443020343781	
1031,25	0,945438921451569	1031,25	-1,21435439586639	
1034,375	0,934282422065735	1034,375	-1,20156395435333	
1037,5	0,916674137115479	1037,5	-1,17000579833984	
1040,625	0,911166250705719	1040,625	-1,15613257884979	
1043,75	0,904127359390259	1043,75	-1,13305449485779	
1046,875	0,893248319625854	1046,875	-1,1189421415329	
1050	0,887472867965698	1050	-1,08994817733765	
1053,125	0,873917162418365	1053,125	-1,0743682384491	
1056,25	0,871419072151184	1056,25	-1,03927004337311	
1059,375	0,886832654476166	1059,375	-1,02154910564423	
1062,5	0,886066854000092	1062,5	-1,00322818756104	
1065,625	0,888463973999023	1065,625	-0,96630197763443	
1068,75	0,899207472801209	1068,75	-0,951500058174133	
1071,875	0,904537260532379	1071,875	-0,934865295886993	
1075	0,9162437915802	1075	-0,913394093513489	
1078,125	0,92757648229599	1078,125	-0,894554018974304	
1081,25	0,941194713115692	1081,25	-0,884888112545013	
1084,375	0,951864361763	1084,375	-0,868381798267365	
1087,5	0,963905155658722	1087,5	-0,852729856967926	
1090,625	0,975118279457092	1090,625	-0,843349754810333	
1093,75	0,98530900478363	1093,75	-0,835022985935211	
1096,875	0,994262158870697	1096,875	-0,822037160396576	
1100	1,00395572185516	1100	-0,815390110015869	
1103,125	1,01732337474823	1103,125	-0,807389438152313	
1106,25	1,03254592418671	1106,25	-0,801242768764496	
1109,375	1,03966498374939	1109,375	-0,793467402458191	
1112,5	1,04532694816589	1112,5	-0,789004445075989	
1115,625	1,05593109130859	1115,625	-0,785752892494202	
1118,75	1,06538617610931	1118,75	-0,779489457607269	
1121,875	1,07286167144775	1121,875	-0,776061594486237	
1125	1,08039724826813	1125	-0,773608028888702	
1128,125	1,08771800994873	1128,125	-0,769058704376221	
1131,25	1,09515964984894	1131,25	-0,764322638511658	
1134,375	1,10247445106506	1134,375	-0,760989665985107	
1137,5	1,10704982280731	1137,5	-0,75824773311615	
1140,625	1,11136066913605	1140,625	-0,757490038871765	
1143,75	1,11847019195557	1143,75	-0,75217616558075	
1146,875	1,12122988700867	1146,875	-0,749370753765106	
1150	1,12851226329803	1150	-0,750635147094727	
1153,125	1,13344788551331	1153,125	-0,748578488826752	
1156,25	1,13841772079468	1156,25	-0,744444966316223	
1159,375	1,14397943019867	1159,375	-0,741885840892792	
1162,5	1,14897692203522	1162,5	-0,742587089538574	
1165,625	1,1534835100174	1165,625	-0,73978728055954	
1168,75	1,15390288829803	1168,75	-0,739192664623261	
1171,875	1,15669298171997	1171,875	-0,736115574836731	
1175	1,16345298290253	1175	-0,736165106296539	
1178,125	1,16606867313385	1178,125	-0,734555900096893	
1181,25	1,17025136947632	1181,25	-0,733011782169342	
1184,375	1,17198538780212	1184,375	-0,729867041110992	
1187,5	1,17642545700073	1187,5	-0,728828907012939	
1190,625	1,1784063577652	1190,625	-0,727047860622406	
1193,75	1,18289470672607	1193,75	-0,72467976808548	
1196,875	1,18455421924591	1196,875	-0,721350371837616	
1200	1,1841846704483	1200	-0,720747709274292	
1203,125	1,18721389770508	1203,125	-0,716892421245575	
1206,25	1,18931555747986	1206,25	-0,719627737998962	
1209,375	1,19440054893494	1209,375	-0,718053042888641	
1212,5	1,1947078704834	1212,5	-0,715724468231201	
1215,625	1,19529783725739	1215,625	-0,717392861843109	
1218,75	1,19551384449005	1218,75	-0,716484367847443	
1221,875	1,19834458827972	1221,875	-0,712679386138916	
1225	1,19838213920593	1225	-0,714507341384888	
1228,125	1,20089852809906	1228,125	-0,709600389003754	
1231,25	1,20308244228363	1231,25	-0,711977899074554	
1234,375	1,20221769809723	1234,375	-0,708228707313538	
1237,5	1,20087373256683	1237,5	-0,706714510917664	
