Frequency in Hz	Acrylic_97 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_97 Normalized Surface Impedance continuous Im	
100	1,79595243930817	100	-13,8770685195923	
103,125	1,86074817180634	103,125	-14,2097673416138	
106,25	1,24308168888092	106,25	-13,005916595459	
109,375	1,35401165485382	109,375	-13,9465599060059	
112,5	1,63044989109039	112,5	-12,3422222137451	
115,625	2,13551926612854	115,625	-11,9117631912231	
118,75	2,1437201499939	118,75	-12,0067205429077	
121,875	1,8417466878891	121,875	-11,8264627456665	
125	1,82034158706665	125	-11,7416648864746	
128,125	1,84418022632599	128,125	-11,4490919113159	
131,25	1,18352091312408	131,25	-10,5678834915161	
134,375	1,57594478130341	134,375	-10,8521957397461	
137,5	1,87270712852478	137,5	-10,1932687759399	
140,625	1,90802109241486	140,625	-10,6095533370972	
143,75	1,76204431056976	143,75	-9,76603126525879	
146,875	1,52647459506989	146,875	-9,76223850250244	
150	1,13605666160583	150	-10,0413017272949	
153,125	1,76987254619598	153,125	-9,14569473266602	
156,25	1,4743937253952	156,25	-9,20818710327148	
159,375	1,30631566047668	159,375	-9,14597797393799	
162,5	1,25887835025787	162,5	-9,11918544769287	
165,625	1,00039124488831	165,625	-8,81697940826416	
168,75	1,74246227741241	168,75	-8,41742324829102	
171,875	1,54201757907867	171,875	-8,13747501373291	
175	1,49554705619812	175	-8,34569644927979	
178,125	1,58918607234955	178,125	-7,99198818206787	
181,25	1,4879424571991	181,25	-8,09005069732666	
184,375	1,33868145942688	184,375	-7,64671325683594	
187,5	1,34767031669617	187,5	-7,79149866104126	
190,625	1,2401841878891	190,625	-7,76709461212158	
193,75	1,32189869880676	193,75	-7,56648921966553	
196,875	1,30130326747894	196,875	-7,3403468132019	
200	1,41173660755157	200	-7,39361333847046	
203,125	1,28470265865326	203,125	-6,99467039108276	
206,25	1,26459336280823	206,25	-7,19454145431519	
209,375	1,31266045570374	209,375	-6,93784856796265	
212,5	1,13543701171875	212,5	-7,06924295425415	
215,625	1,13339269161224	215,625	-6,90911388397217	
218,75	1,25795125961304	218,75	-6,91416883468628	
221,875	0,969633162021637	221,875	-6,54927635192871	
225	1,11490797996521	225	-6,64150476455688	
228,125	1,17160594463348	228,125	-6,39907932281494	
231,25	1,1870584487915	231,25	-6,27506399154663	
234,375	1,05391132831573	234,375	-6,3508243560791	
237,5	1,10953307151794	237,5	-6,23371887207031	
240,625	1,00569593906403	240,625	-6,14702415466309	
243,75	1,12066328525543	243,75	-6,08447265625	
