Frequency in Hz	Acrylic_96 Normalized Surface Impedance continuous Re	Frequency in Hz	Acrylic_96 Normalized Surface Impedance continuous Im	
100	2,04736423492432	100	-14,0098075866699	
103,125	2,06705045700073	103,125	-14,3417472839355	
106,25	1,45845329761505	106,25	-13,1651563644409	
109,375	1,55198502540588	109,375	-14,1367120742798	
112,5	1,78756630420685	112,5	-12,5297069549561	
115,625	2,29604530334473	115,625	-12,0875272750854	
118,75	2,28050971031189	118,75	-12,1665840148926	
121,875	1,98857235908508	121,875	-12,0209608078003	
125	1,97214984893799	125	-11,9475612640381	
128,125	1,98767995834351	128,125	-11,6708269119263	
131,25	1,29563724994659	131,25	-10,7954959869385	
134,375	1,70269024372101	134,375	-11,0770606994629	
137,5	1,98908984661102	137,5	-10,3893938064575	
140,625	2,04731702804565	140,625	-10,8311414718628	
143,75	1,88482260704041	143,75	-9,95247650146484	
146,875	1,64500367641449	146,875	-9,96146392822266	
150	1,25301086902618	150	-10,2662868499756	
153,125	1,89378142356873	153,125	-9,32999420166016	
156,25	1,58631575107574	156,25	-9,399169921875	
159,375	1,41424190998077	159,375	-9,34121036529541	
162,5	1,3683807849884	162,5	-9,31654644012451	
165,625	1,09884679317474	165,625	-9,01518440246582	
168,75	1,86587071418762	168,75	-8,58827686309814	
171,875	1,66013860702515	171,875	-8,3056058883667	
175	1,61581432819366	175	-8,52449131011963	
178,125	1,70742857456207	178,125	-8,15869331359863	
181,25	1,60833179950714	181,25	-8,2645788192749	
184,375	1,44855964183807	184,375	-7,8045973777771	
187,5	1,46273267269135	187,5	-7,95732545852661	
190,625	1,35125660896301	190,625	-7,93261051177979	
193,75	1,43626725673676	193,75	-7,72454690933228	
196,875	1,41711843013763	196,875	-7,4902172088623	
200	1,53651332855225	200	-7,54329776763916	
203,125	1,39601051807404	203,125	-7,13229036331177	
206,25	1,38344788551331	206,25	-7,34201812744141	
209,375	1,43105208873749	209,375	-7,07412385940552	
212,5	1,25332498550415	212,5	-7,21583700180054	
215,625	1,24995648860931	215,625	-7,04946184158325	
218,75	1,38430094718933	218,75	-7,05182504653931	
221,875	1,0794438123703	221,875	-6,67971038818359	
225	1,23691558837891	225	-6,77345991134644	
228,125	1,29409229755402	228,125	-6,51926040649414	
231,25	1,30980312824249	231,25	-6,38877820968628	
234,375	1,17622375488281	234,375	-6,47105836868286	
237,5	1,23484683036804	237,5	-6,34758043289185	
240,625	1,12785172462463	240,625	-6,2607798576355	
243,75	1,2492847442627	243,75	-6,19171333312988	
246,875	1,34888529777527	246,875	-6,02772283554077	
250	1,15625274181366	250	-5,89017772674561	
253,125	1,2308737039566	253,125	-5,99716186523438	
256,25	1,30876874923706	256,25	-5,82073640823364	
259,375	1,2620450258255	259,375	-5,6494255065918	
262,5	1,07300865650177	262,5	-5,76012134552002	
265,625	1,07423293590546	265,625	-5,67745780944824	
268,75	1,0576696395874	268,75	-5,64596176147461	
271,875	1,1012716293335	271,875	-5,4655237197876	
275	1,27600717544556	275	-5,3713116645813	
278,125	1,27455031871796	278,125	-5,39395809173584	
281,25	1,05226039886475	281,25	-5,23091745376587	
284,375	1,06942892074585	284,375	-5,21491670608521	
287,5	1,18063163757324	287,5	-5,13976955413818	
290,625	1,17879438400269	290,625	-5,03073358535767	
293,75	1,10921740531921	293,75	-4,96496486663818	
296,875	0,975554287433624	296,875	-4,90305280685425	
300	1,06527996063232	300	-4,78494501113892	
303,125	1,18957698345184	303,125	-4,7877721786499	
306,25	1,11263942718506	306,25	-4,45500564575195	
309,375	1,15348124504089	309,375	-4,55723857879639	
312,5	1,2304162979126	312,5	-4,42273283004761	
315,625	1,23377549648285	315,625	-4,40928268432617	
318,75	1,26275110244751	318,75	-4,44898128509521	
321,875	1,35201168060303	321,875	-4,53105020523071	
325	1,34340310096741	325	-4,56041526794434	
328,125	1,26777684688568	328,125	-4,66680860519409	
331,25	1,08580482006073	331,25	-4,5718035697937	
334,375	1,18618905544281	334,375	-4,50960779190063	
337,5	1,11184585094452	337,5	-4,49318552017212	
340,625	1,16306352615356	340,625	-4,55168008804321	
343,75	1,13535332679749	343,75	-4,41169691085815	
346,875	1,01812541484833	346,875	-4,27266311645508	
350	1,07953572273254	350	-4,23675107955933	
353,125	0,908909857273102	353,125	-4,05198192596436	
356,25	0,914641320705414	356,25	-4,18825149536133	
359,375	0,928813278675079	359,375	-4,19109916687012	
362,5	0,950933873653412	362,5	-3,95509123802185	
365,625	0,977193236351013	365,625	-4,10652732849121	
368,75	0,993149816989899	368,75	-4,12729215621948	
371,875	1,14565587043762	371,875	-4,02397441864014	
375	1,01408922672272	375	-3,76074242591858	
378,125	0,995319783687592	378,125	-3,86809396743774	
381,25	0,865370750427246	381,25	-4,11270141601563	
384,375	0,920709609985352	384,375	-3,95430684089661	
387,5	0,974776744842529	387,5	-3,82181215286255	
390,625	1,01069784164429	390,625	-3,69684219360352	
393,75	0,875403046607971	393,75	-3,64095091819763	
396,875	0,871389448642731	396,875	-3,66401124000549	
400	0,804401874542236	400	-3,72667574882507	
403,125	0,885697901248932	403,125	-3,65759897232056	
406,25	0,959289968013763	406,25	-3,61744856834412	
